ATK sifra;Oznaka;Nezasticeno ime lijeka;DDD i jed mj;Cijena u kn za DDD;Cijena u kn za DDD s PDV-om;Nacin primjene;Nositelj odobrenja;Proizvodac;Zasticeno ime lijeka;Oblik, jacina i pakiranje lijeka;Cijena u kn za jed obl;Cijena u kn za jed obl s PDV-om;Cijena u kn za orig pak;Cijena u kn za orig pak s PDV-om;R;Oznaka indikacije;Oznaka smjernice;Sifra grupe;Grupa;Sifra podgrupe;Podgrupa;Lista
B01AB05 085;DSPO;enoksaparin;2.0 T i.j.;1.36;1.43;P;sanofi - aventis Croatia d.o.o.;Sanofi Winthrop Maisons Alfort, Sanofi Winthrop Le Trait, Sanofi Aventis Alcorcon;Clexane;šprica 10x20 mg/0.2 ml;13.59;14.27;135.9;142.7;;NB102;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AB;Heparini;osnovna
B01AB05 086;DSPO;enoksaparin;2.0 T i.j.;1.24;1.3;P;sanofi - aventis Croatia d.o.o.;Sanofi Winthrop Maisons Alfort, Sanofi Winthrop Le Trait, Sanofi Aventis Alcorcon;Clexane;šprica 10x40 mg/0.4 ml;24.73;25.97;247.3;259.67;;NB102;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AB;Heparini;osnovna
B01AB05 087;DSPO;enoksaparin;2.0 T i.j.;1.09;1.15;P;sanofi - aventis Croatia d.o.o.;Sanofi Winthrop Maisons Alfort, Sanofi Winthrop Le Trait, Sanofi Aventis Alcorcon;Clexane;šprica 10x60 mg/0.6 ml;32.77;34.41;327.7;344.09;;NB102;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AB;Heparini;osnovna
B01AB05 088;DSPO;enoksaparin;2.0 T i.j.;9.67;10.15;P;sanofi - aventis Croatia d.o.o.;Sanofi Winthrop Maisons Alfort, Sanofi Winthrop Le Trait, Sanofi Aventis Alcorcon;Clexane;šprica 10x80 mg/0.8 ml;38.69;40.62;386.91;406.26;;NB102;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AB;Heparini;osnovna
B01AB05 089;DSPO;enoksaparin;2.0 T i.j.;7.92;8.32;P;sanofi - aventis Croatia d.o.o.;Sanofi Winthrop Maisons Alfort, Sanofi Winthrop Le Trait, Sanofi Aventis Alcorcon;Clexane;šprica 10x100 mg/1 ml;39.59;41.57;395.91;415.71;;NB102;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AB;Heparini;osnovna
B01AB06 021;DSPO;nadroparin;2.85 T i.j.;11.5;12.08;P;Aspen Pharma Trading Limited;Glaxo Wellcome Production;Fraxiparine;štrc. 10x2850 i.j. anti Xa/0.3 ml;11.5;12.08;115;120.75;;NB102;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AB;Heparini;osnovna
B01AB06 022;DSPO;nadroparin;2.85 T i.j.;9.19;9.65;P;Aspen Pharma Trading Limited;Glaxo Wellcome Production;Fraxiparine;štrc. 10x5.700 i.j. anti Xa/0.6 ml;18.38;19.3;183.81;193;;NB102;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AB;Heparini;osnovna
B01AB06 023;DSPO;nadroparin;2.85 T i.j.;9.39;9.86;P;Aspen Pharma Trading Limited;Glaxo Wellcome Production;Fraxiparine;štrc. 10x7.600 i.j. anti Xa/0.8 ml;25.04;26.29;250.35;262.87;;NB102;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AB;Heparini;osnovna
B01AB06 024;DSPO;nadroparin;2.85 T i.j.;9.49;9.96;P;Aspen Pharma Trading Limited;Glaxo Wellcome Production;Fraxiparine;štrc. 10x3.800 i.j. anti Xa/0.4 ml;12.65;13.28;126.49;132.81;;NB102;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AB;Heparini;osnovna
B01AC04 102;;klopidogrel;75 mg;2.3;2.42;O;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o;Angiclod;tbl. film obl. 30x75 mg;2.3;2.42;69;72.45;RS;;RB01;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AC;Inhibitori agregacije trombocita(izuzev heparina);osnovna
B01AC04 111;;klopidogrel;75 mg;2.3;2.42;O;Jadran - Galenski Laboratorij d.d.;JGL d.d.;Pigrel;tbl. film obl. 28x75 mg;2.3;2.42;64.4;67.62;RS;;RB01;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AC;Inhibitori agregacije trombocita(izuzev heparina);osnovna
B01AC04 115;;klopidogrel;75 mg;2.3;2.42;O;Belupo d.d.;Belupo;Klopidex;tbl. film obl. 30x75 mg;2.3;2.42;69;72.45;RS;;RB01;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AC;Inhibitori agregacije trombocita(izuzev heparina);osnovna
B01AC04 125;;klopidogrel;75 mg;2.3;2.42;O;Sandoz d.o.o.;Sandoz-Lek;Kogrel;tbl. film obl. 30x75 mg;2.3;2.42;69;72.45;RS;;RB01;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AC;Inhibitori agregacije trombocita(izuzev heparina);osnovna
B01AC04 126;;klopidogrel;75 mg;1.99;2.09;O;Sandoz d.o.o.;Sandoz-Lek;Kogrel;tbl. film obl. 60x75 mg;1.99;2.09;119.2;125.16;RS;;RB01;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AC;Inhibitori agregacije trombocita(izuzev heparina);osnovna
B01AC04 131;;klopidogrel;75 mg;2.3;2.42;O;Krka, Tovarna zdravil d.d.;KRKA-FARMA d.o.o.;Zyllt;tbl. film obl. 28x75 mg;2.3;2.42;64.4;67.62;RS;;RB01;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AC;Inhibitori agregacije trombocita(izuzev heparina);osnovna
B01AC04 132;;klopidogrel;75 mg;1.99;2.09;O;Krka, Tovarna zdravil d.d.;KRKA-FARMA d.o.o.;Zyllt;tbl. film obl. 56x75 mg;1.99;2.09;111.25;116.81;RS;;RB01;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AC;Inhibitori agregacije trombocita(izuzev heparina);osnovna
B01AC04 135;;klopidogrel;75 mg;2.3;2.42;O;GENERA d.d.;Genera d.d.;Klopidogrel Genera;tbl. film obl. 28x75 mg;2.3;2.42;64.4;67.62;RS;;RB01;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AC;Inhibitori agregacije trombocita(izuzev heparina);osnovna
B01AC04 145;;klopidogrel;75 mg;2.28;2.39;O;PharmaS d.o.o.;PharmaS d.o.o.;Klopidogrel PharmaS;tbl. film obl. 28x75 mg;2.28;2.39;63.8;66.99;RS;;RB01;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AC;Inhibitori agregacije trombocita(izuzev heparina);osnovna
B01AC04 163;DS;klopidogrel;75 mg;3.42;3.59;O;Sanofi Clir SNC;Sanofi Winthrop Industrie;Plavix;tbl. film obl. 30x300 mg;13.68;14.36;410.4;430.92;;NB103;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AC;Inhibitori agregacije trombocita(izuzev heparina);osnovna
B01AC06 151;DS;acetilsalicilna kiselina;100 mg;;;O;;;;;;;;;;;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AC;Inhibitori agregacije trombocita(izuzev heparina);osnovna
B01AC07 051;DS;dipiridamol;0.2 g;;;P;;;;;;;;;;NB104;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AC;Inhibitori agregacije trombocita(izuzev heparina);osnovna
B01AC11 062;KS;iloprost;0.15 mg;1486.80;1561.14;I;Bayer Pharma AG;Berlimed S.A.;Ventavis;otop. za atomizator, amp. stakl. 90x2 ml (10 mcg/ml);198.24;208.15;17841.60;18733.68;;NB105;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AC;Inhibitori agregacije trombocita(izuzev heparina);osnovna
B01AC16 061;DS;eptifibatid;;;;P;Glaxo Group Limited;Glaxo Operations UK Ltd., Schering-Plough Labo N.V.;Integrilin;boč. 1x10 ml (2 mg/ml);136.58;143.41;136.58;143.41;;NB106;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AC;Inhibitori agregacije trombocita(izuzev heparina);osnovna
B01AC16 062;DS;eptifibatid;;;;P;Glaxo Group Limited;Glaxo Operations UK Ltd., Schering-Plough Labo N.V.;Integrilin;boč. 1x100 ml (0.75 mg/ml);420.24;441.25;420.24;441.25;;NB106;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AC;Inhibitori agregacije trombocita(izuzev heparina);osnovna
B01AC16 071;DS;eptifibatid;;;;P;Accord Healthcare Ltd;Accord Healthcare Ltd;Eptifibatid Accord;otop. za inj., boč. stakl. 1x10 ml (2 mg/ml);95.61;100.39;95.61;100.39;;NB106;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AC;Inhibitori agregacije trombocita(izuzev heparina);osnovna
B01AC16 072;DS;eptifibatid;;;;P;Accord Healthcare Ltd;Accord Healthcare Ltd;Eptifibatid Accord;otop. za inj., boč. stakl. 1x100 ml (0.75 mg/ml);301.05;316.1;301.05;316.1;;NB106;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AC;Inhibitori agregacije trombocita(izuzev heparina);osnovna
B01AC24 961;;tikagrelor;0.18 g;16.34;17.15;O;AstraZeneca AB;AstraZeneca;Brilique;tbl. film obl. 56x90 mg;8.17;8.58;457.4;480.27;RS;;RB02;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AC;Inhibitori agregacije trombocita(izuzev heparina);osnovna
B01AD01 082;DS;streptokinaza;1.5 M i.j.;622.72;653.86;P;CSL Behring GmbH;CSL Behring GmbH;Streptase;boč. 1x750.000 i.j.;311.36;326.93;311.36;326.93;;;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AD;Enzimi;osnovna
B01AD01 083;DS;streptokinaza;1.5 M i.j.;942.86;990;P;CSL Behring GmbH;CSL Behring GmbH;Streptase;boč. 1x1.500.000 i.j.;942.86;990;942.86;990;;;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AD;Enzimi;osnovna
B01AD02 061;DS;alteplaza;0.1 g;6210.30;6520.82;P;Boehringer Ingelheim Zagreb d.o.o.;Boehringer Ingelheim;Actilyse;lio boč. 1x50 mg;3105.15;3260.41;3105.15;3260.41;;NB107;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AD;Enzimi;osnovna
B01AE07 162;DS;dabigatran eteksilat;0.22 g;24.67;25.9;O;Boehringer Ingelheim International GmbH;Boehringer Ingelheim;Pradaxa;caps. tvrda 30x75 mg;8.41;8.83;252.3;264.92;;NB108;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AD;Enzimi;osnovna
B01AE07 164;DS;dabigatran eteksilat;0.22 g;16.82;17.66;O;Boehringer Ingelheim International GmbH;Boehringer Ingelheim;Pradaxa;caps. tvrda 30x110 mg;8.41;8.83;252.3;264.92;;NB108;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AD;Enzimi;osnovna
B01AF01 161;DS;rivaroksaban 21;10 mg;16.82;17.66;O;Bayer AG;Bayer Schering Pharma AG;Xarelto;tbl. film obl. 10x10 mg;16.82;17.66;168.2;176.61;;NB108;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01A;Enzimi;osnovna
B01AF01 162;DS;rivaroksaban 21;10 mg;16.77;17.61;O;Bayer AG;Bayer Schering Pharma AG;Xarelto;tbl. film obl. 30x10 mg;16.77;17.61;503;528.15;;NB108;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01A;Enzimi;osnovna
B01AF02 161;DS;apiksaban;5 mg;15.14;15.89;O;Bristol-Myers Squibb/Pfizer EEIG;Bristol-Myers Squibb S.r.l.;Eliquis;tbl. film obl. 20x2.5 mg;7.57;7.95;151.38;158.95;;NB108;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AD;Enzimi;osnovna
B01AX05 061;DS;fondaparinuks;2.5 mg;32.53;34.16;P;Aspen Pharma Trading Limited;Glaxo Wellcome Production;Arixtra;otop. za inj., štrc. napunj. 10x2.5 mg/0.5 ml;32.53;34.16;325.33;341.6;;NB109;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B01AD;Enzimi;osnovna
B02AA01 052;DS;aminokapronska kiselina;16 g;;;P;;;;;;;;;;;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02;Lijekovi koji pospješuju mehanizam zgrušavanja krvi;osnovna
B02AA02 051;DS;traneksamična kiselina;2 g;;;P;;;;;;;;;;NB201;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02;Lijekovi koji pospješuju mehanizam zgrušavanja krvi;osnovna
B02AA02 151;DS;traneksamična kiselina;2 g;;;O;;;;;;;;;;NB201;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02;Lijekovi koji pospješuju mehanizam zgrušavanja krvi;osnovna
B02AB01 051;DS;aprotinin;500 T i.j.;;;P;;;;;;;;;;NB202;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02;Lijekovi koji pospješuju mehanizam zgrušavanja krvi;osnovna
B02BA01 062;PR;fitomenadion;20 mg;7.76;8.15;P;Roche d.o.o.;Roche;Konakion;amp. 5x10 mg/ml;3.88;4.07;19.4;20.37;;;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02;Lijekovi koji pospješuju mehanizam zgrušavanja krvi;osnovna
B02BA01 151;;fitomenadion;20 mg;;;O;;;;;;;;;R;;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02;Lijekovi koji pospješuju mehanizam zgrušavanja krvi;osnovna
B02BB01 051;DS;fibrinogen (humani);5 g;;;P;;;;;;;;;;;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02;Lijekovi koji pospješuju mehanizam zgrušavanja krvi;osnovna
B02BC30 962;DS;ljudski fibrinogen, ljudski trombin;;;;L;Takeda Austria GmbH;Takeda;TachoSil;1 matrica tkivnog ljepila 9.5 cm x 4.8 cm;1866.18;1959.49;1866.18;1959.49;;;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02;Lijekovi koji pospješuju mehanizam zgrušavanja krvi;osnovna
B02BC30 963;DS;ljudski fibrinogen, ljudski trombin;;;;L;Takeda Austria GmbH;Takeda;TachoSil;1 matrica tkivnog ljepila 3.0 cm x 2.5 cm;355.62;373.4;355.62;373.4;;;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02;Lijekovi koji pospješuju mehanizam zgrušavanja krvi;osnovna
B02BC30 964;DS;ljudski fibrinogen, ljudski trombin;;;;L;Takeda Austria GmbH;Takeda Austria GmbH;TachoSil;2 matrice tkivnog ljepila od 4.8 x 4.8 cm;1270.44;1333.96;2540.88;2667.92;;;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02;Lijekovi koji pospješuju mehanizam zgrušavanja krvi;osnovna
B02BC30 965;DS;ljudski fibrinogen, ljudski trombin;;;;L;Takeda Austria GmbH;Takeda Austria GmbH;TachoSil;1 prethodno zarolana matrica tkivnog ljepila od 4.8 x 4.8 cm;1589.31;1668.78;1589.31;1668.78;;;;;;;;osnovna
B02BD01 071;DS;ljudski protrombinski kompleks;350 i.j.;1568.00;1646.40;P;Jana Pharm d.o.o.;Octapharma;Octaplex 500 IU;praš. i otap. za otop. za inf. boč. stakl. boč. s praš., boč. stakl. 1x500 i.j., s 20 ml otap. i 1 set za prijenos (igla za filtraciju i dvostrana igla);2240.00;2352.00;2240.00;2352.00;;NB203;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02;Lijekovi koji pospješuju mehanizam zgrušavanja krvi;osnovna
B02BD02 031;DS;rekombinantni čimbenik VIII (turoktokog alfa);500 i.j.;2379.18;2498.14;P;Novo Nordisk A/S;Novo Nordisk A/S;NovoEight;praš. i otap. za otop. za inj., boč. stakl. 1x250 i.j.;1189.59;1249.07;1189.59;1249.07;;NB205;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD02 033;DS;rekombinantni čimbenik VIII (turoktokog alfa);500 i.j.;2335.25;2452.01;P;Novo Nordisk A/S;Novo Nordisk A/S;NovoEight;praš. i otap. za otop. za inj., boč. stakl. 1x1.000 i.j.;4670.49;4904.01;4670.49;4904.01;;NB205;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD02 034;DS;rekombinantni čimbenik VIII (turoktokog alfa);500 i.j.;2307.92;2423.32;P;Novo Nordisk A/S;Novo Nordisk A/S;NovoEight;praš. i otap. za otop. za inj., boč. stakl. 1x1.500 i.j.;6923.77;7269.96;6923.77;7269.96;;NB205;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD02 035;DS;rekombinantni čimbenik VIII (turoktokog alfa);500 i.j.;2335.25;2452.01;P;Novo Nordisk A/S;Novo Nordisk A/S;NovoEight;praš. i otap. za otop. za inj., boč. stakl. 1x2.000 i.j.;9340.98;9808.03;9340.98;9808.03;;NB205;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD02 036;DS;rekombinantni čimbenik VIII (turoktokog alfa);500 i.j.;2307.92;2423.32;P;Novo Nordisk A/S;Novo Nordisk A/S;NovoEight;praš. i otap. za otop. za inj., boč. stakl. 1x3.000 i.j.;13847.54;14539.92;13847.54;14539.92;;NB205;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD02 061;DS;čimbenik VIII;500 i.j.;1284.88;1349.12;P;Jasika d.o.o.;Kedrion S.p.A.;Emoclot;praš. i otap. za otop. za inf., boč. stakl. 1x500 i.j. (50 IU/ml);1284.88;1349.12;1284.88;1349.12;;NB204;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD02 062;DS;čimbenik VIII;500 i.j.;1186.75;1246.09;P;Jasika d.o.o.;Kedrion S.p.A.;Emoclot;praš. i otap. za otop. za inf., boč. stakl. 1x1000 i.j. (100 IU/ml);2373.50;2492.18;2373.50;2492.18;;NB204;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD02 071;DS;čimbenik VIII;500 i.j.;1318.60;1384.53;P;Jana Pharm d.o.o.;Octapharma;Octanate;lio. boč. 250 i.j.;659.3;692.27;659.3;692.27;;NB204;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD02 072;DS;čimbenik VIII;500 i.j.;1427.65;1499.03;P;Jana Pharm d.o.o.;Octapharma;Octanate;lio. boč. 500 i.j.;1427.65;1499.03;1427.65;1499.03;;NB204;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD02 073;DS;čimbenik VIII;500 i.j.;1318.62;1384.55;P;Jana Pharm d.o.o.;Octapharma;Octanate;lio. boč. 1.000 i.j.;2637.23;2769.09;2637.23;2769.09;;NB204;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD02 078;DS;rekombinantni čimbenik VIII (oktokog alfa);500 i.j.;2698.30;2833.22;P;Baxter AG;Baxter;Advate;praš. i otap. za otop. za inj., boč. stakl. 1x250 i.j.;1349.15;1416.61;1349.15;1416.61;;NB205;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD02 079;DS;rekombinantni čimbenik VIII (oktokog alfa);500 i.j.;2555.52;2683.30;P;Baxter AG;Baxter;Advate;praš. i otap. za otop. za inj., boč. stakl. 1x500 i.j.;2555.52;2683.30;2555.52;2683.30;;NB205;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD02 080;DS;rekombinantni čimbenik VIII (oktokog alfa);500 i.j.;2648.49;2780.91;P;Baxter AG;Baxter;Advate;praš. i otap. za otop. za inj., boč. stakl. 1x1.000 i.j.;5296.97;5561.82;5296.97;5561.82;;NB205;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD02 081;DS;rekombinantni čimbenik VIII (oktokog alfa);500 i.j.;2581.33;2710.40;P;Bayer AG;Bayer HealthCare Manufacturing S.r.l.;Kogenate Bayer 500 i.j;praš. i otap. za otop. za inj., boč. 500 i.j.+štrc. napunj. s 2.5 ml vode za inj. +Bio-Set;2581.33;2710.40;2581.33;2710.40;;NB205;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD02 082;DS;rekombinantni čimbenik VIII (moroktokog alfa);500 i.j.;2428.48;2549.90;P;Pfizer Ltd.;Wyeth Farma S.A.;ReFacto AF;praš. i otap. za otop. za inj., boč. stakl. 1x250 i.j.;1214.24;1274.95;1214.24;1274.95;;NB205;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD02 083;DS;rekombinantni čimbenik VIII (moroktokog alfa);500 i.j.;2299.97;2414.97;P;Pfizer Ltd.;Wyeth Farma S.A.;ReFacto AF;praš. i otap. za otop. za inj., boč. stakl. 1x500 i.j.;2299.97;2414.97;2299.97;2414.97;;NB205;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD02 084;DS;rekombinantni čimbenik VIII (moroktokog alfa);500 i.j.;2383.64;2502.82;P;Pfizer Ltd.;Wyeth Farma S.A.;ReFacto AF;praš. i otap. za otop. za inj., boč. stakl. 1x1.000 i.j.;4767.27;5005.63;4767.27;5005.63;;NB205;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD02 085;DS;rekombinantni čimbenik VIII (moroktokog alfa);500 i.j.;2383.64;2502.82;P;Pfizer Ltd.;Wyeth Farma S.A.;ReFacto AF;praš. i otap. za otop. za inj., boč. stakl. 1x2.000 i.j.;9534.54;10011.27;9534.54;10011.27;;NB205;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD02 086;DS;rekombinantni čimbenik VIII (simoktokog alfa);500 i.j.;2379.18;2498.14;P;Octapharma AB;Octapharma AB;Nuwiq;praš. i otap. za otop. za inj., boč. stakl. 1x250 i.j.;1189.59;1249.07;1189.59;1249.07;;NB205;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD02 087;DS;rekombinantni čimbenik VIII (simoktokog alfa);500 i.j.;2253.28;2365.94;P;Octapharma AB;Octapharma AB;Nuwiq;praš. i otap. za otop. za inj., boč. stakl. 1x500 i.j.;2253.28;2365.94;2253.28;2365.94;;NB205;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD02 088;DS;rekombinantni čimbenik VIII (simoktokog alfa);500 i.j.;2335.25;2452.01;P;Octapharma AB;Octapharma AB;Nuwiq;praš. i otap. za otop. za inj., boč. stakl. 1x1.000 i.j.;4670.49;4904.01;4670.49;4904.01;;NB205;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD02 089;DS;rekombinantni čimbenik VIII (simoktokog alfa);500 i.j.;2335.25;2452.01;P;Octapharma AB;Octapharma AB;Nuwiq;praš. i otap. za otop. za inj., boč. stakl. 1x2.000 i.j.;9340.98;9808.03;9340.98;9808.03;;NB205;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD02 090;DS;rekombinantni čimbenik VIII (oktokog alfa);500 i.j.;2569.14;2697.60;P;Bayer AG;Bayer HealthCare Manufacturing S.r.l.;Kogenate Bayer 1000 i.j;praš. i otap. za otop. za inj., boč. 1000 i.j.+boč. s otap. 2.5 ml +Bio-Set;5138.28;5395.19;5138.28;5395.19;;NB205;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD03 061;DS;aktivirani koncentrat čimbenika protrombinskog kompleksa;350 i.j.;2240.00;2352.00;P;Baxalta Innovations GmbH;Baxter AG;Feiba 25 U/ml;praš. i otap. za otop. za inf., boč. 25 U/ml (500 U/20 ml);3200.00;3360.00;3200.00;3360.00;;NB204;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD04 063;DS;čimbenik IX;350 i.j.;980.9;1029.95;P;Jana Pharm d.o.o.;Octapharma;Octanine F;praš. i otap. za otop. za inj., boč. stakl. 1x500 i.j.+5 ml otap.+set;1401.29;1471.35;1401.29;1471.35;;NB204;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD04 064;DS;čimbenik IX;350 i.j.;841.73;883.82;P;Jana Pharm d.o.o.;Octapharma;Octanine F;praš. i otap. za otop. za inj., boč. stakl. 1x1.000 i.j.+10 ml otap.+set;2404.93;2525.18;2404.93;2525.18;;NB204;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD04 072;DS;čimbenik IX;350 i.j.;933.92;980.62;P;Agmar d.o.o.;Baxter;Immunine 600 IU;praš. i otap. za otop. za inj. ili inf., boč. 600 IU/5 ml;1601.00;1681.05;1601.00;1681.05;;NB204;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD04 073;DS;čimbenik IX;350 i.j.;729.17;765.63;P;Agmar d.o.o.;Baxter;Immunine 1200 IU;praš. i otap. za otop. za inj. ili inf., boč. 1x1200 IU/10 ml;2500.00;2625.00;2500.00;2625.00;;NB204;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD06 071;DS;konc. čimbenik VIII s von Willebrandovim čimbenikom;7.2 T i.j.;22334.40;23451.12;P;Agmar d.o.o.;Baxter;Immunate 500 IU;praš. i otap. za otop. za inj., boč. 500 IU /5 ml;1551.00;1628.55;1551.00;1628.55;;NB204;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD06 075;KL;koagulacijski faktor VIII, ljudski, von Willebrandov faktor, ljudski;7.2 T i.j;15276.74;16040.58;P;Jana Pharm d.o.o.;Octapharma;Wilate 500, 500 IU FVIII i 500 IU vWF;praš. i otap. za otop. za inj., boč. 1x500 IU i 500 IU;2121.77;2227.86;2121.77;2227.86;;NB206;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD06 076;DS;konc. čimbenik VIII s von Willebrandovim čimbenikom;7.2 T i.j.;22334.40;23451.12;P;Agmar d.o.o.;Baxter;Immunate 500 IU FVIII/375 IU vWF;praš. i otap. za otop. za inj., boč. 1x500 IU FVIII/375 IU vWF;1551.00;1628.55;1551.00;1628.55;;NB204;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD07 051;DS;čimbenik ugrušavanja krvi XIII;3.5 T i.j.;;;P;;;;;;;;;;NB204;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
B02BD08 084;DS;aktivirani rekombinantni čimbenik VII A;6 T i.j.;569.34;597.81;P;Novo Nordisk A/S;Novo Nordisk;NovoSeven;praš. i otap. za otop. za inj., 1x1 mg (50 KIU);4744.54;4981.77;4744.54;4981.77;;NB204;;B;Lijekovi s djelovanjem na krv i krvotvorne organe;B02BD;Opći hemostiptici25;osnovna
